Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
14,Female,3.29,Smartphone,True,0.44,Poor Sleep,Urban
17,Male,5.51,TV,True,0.33,"Poor Sleep, Anxiety",Urban
16,Male,5.59,Smartphone,True,0.41,Anxiety,Urban
10,Female,0.0,Smartphone,False,0.51,None,Urban
17,Female,4.77,Laptop,True,0.33,Poor Sleep,Rural
13,Female,3.44,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban
9,Male,6.97,Tablet,True,0.52,"Poor Sleep, Eye Strain",Urban
9,Female,3.98,TV,True,0.52,None,Urban
12,Female,3.52,Laptop,True,0.41,None,Urban
12,Female,5.88,Smartphone,True,0.4,None,Rural
14,Female,4.91,Laptop,True,0.39,"Poor Sleep, Eye Strain",Urban
9,Male,6.05,Smartphone,True,0.5,Poor Sleep,Urban
18,Male,3.85,TV,True,0.4,Poor Sleep,Urban
14,Male,6.09,Laptop,True,0.46,None,Urban
12,Male,4.64,Laptop,True,0.42,"Poor Sleep, Anxiety",Urban
13,Female,4.47,Smartphone,True,0.32,Poor Sleep,Rural
15,Female,5.6,TV,True,0.47,None,Rural
17,Male,4.05,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Rural
11,Female,6.36,Smartphone,True,0.33,"Poor Sleep, Obesity Risk",Urban
14,Male,4.29,TV,True,0.37,"Poor Sleep, Eye Strain",Urban
13,Male,4.69,Smartphone,True,0.49,Poor Sleep,Urban
17,Female,4.01,Smartphone,True,0.34,Eye Strain,Urban
9,Female,5.38,Smartphone,True,0.47,Poor Sleep,Urban
15,Male,4.75,Smartphone,True,0.38,Obesity Risk,Rural
17,Male,4.21,Tablet,True,0.41,"Poor Sleep, Eye Strain",Urban
16,Female,4.3,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Male,4.23,TV,True,0.41,Poor Sleep,Urban
17,Male,4.14,Smartphone,True,0.32,None,Urban
11,Male,3.38,Tablet,True,0.31,"Poor Sleep, Obesity Risk",Urban
13,Male,3.57,Laptop,True,0.38,Poor Sleep,Rural
15,Female,3.27,TV,True,0.47,"Poor Sleep, Anxiety",Rural
18,Male,5.54,Smartphone,True,0.36,Eye Strain,Urban
10,Female,7.69,Smartphone,True,0.48,"Poor Sleep, Anxiety",Urban
17,Female,4.06,Smartphone,True,0.45,Eye Strain,Urban
18,Male,5.17,TV,True,0.43,None,Urban
18,Female,4.18,TV,True,0.38,Anxiety,Rural
8,Male,3.6,Smartphone,True,0.41,Poor Sleep,Urban
11,Female,3.57,Smartphone,True,0.49,None,Urban
11,Male,5.53,Smartphone,True,0.49,Anxiety,Urban
8,Male,5.76,TV,True,0.45,"Poor Sleep, Eye Strain",Urban
16,Male,5.6,TV,True,0.33,Poor Sleep,Rural
10,Male,4.53,Smartphone,True,0.57,None,Urban
12,Female,3.78,Laptop,True,0.33,"Poor Sleep, Eye Strain",Urban
13,Female,3.68,Smartphone,True,0.37,Poor Sleep,Urban
15,Female,3.87,Smartphone,True,0.33,Poor Sleep,Urban
13,Male,4.61,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban
10,Female,2.24,TV,True,0.42,None,Rural
13,Female,4.4,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban
8,Female,7.4,Smartphone,True,0.44,Poor Sleep,Rural
11,Female,1.95,Tablet,False,0.37,None,Urban
13,Male,4.27,Laptop,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban
14,Male,4.83,TV,True,0.47,Eye Strain,Urban
18,Male,5.39,TV,True,0.36,Poor Sleep,Urban
18,Female,4.71,Laptop,True,0.34,"Poor Sleep, Obesity Risk",Urban
17,Male,6.48,Smartphone,True,0.3,None,Urban
10,Male,7.45,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural
16,Male,4.86,Smartphone,True,0.39,Poor Sleep,Rural
14,Male,5.01,Laptop,True,0.47,Poor Sleep,Urban
8,Male,6.81,TV,True,0.52,"Poor Sleep, Eye Strain",Urban
9,Male,6.08,Tablet,True,0.42,"Poor Sleep, Obesity Risk",Urban
8,Female,4.82,Smartphone,True,0.49,Anxiety,Rural
18,Male,3.36,Tablet,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Male,4.89,Smartphone,True,0.39,"Eye Strain, Anxiety, Obesity Risk",Rural
16,Male,6.13,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural
14,Female,3.74,Laptop,True,0.33,"Eye Strain, Anxiety, Obesity Risk",Rural
17,Female,3.14,Smartphone,True,0.42,Eye Strain,Urban
10,Female,6.13,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Rural
12,Female,2.4,Smartphone,False,0.42,None,Rural
11,Male,2.6,Laptop,False,0.45,None,Urban
14,Female,3.73,TV,True,0.41,Poor Sleep,Urban
16,Male,4.22,Smartphone,True,0.49,Poor Sleep,Urban
9,Male,1.06,TV,False,0.55,None,Urban
15,Female,6.01,TV,True,0.45,Poor Sleep,Rural
16,Male,5.06,Tablet,True,0.34,None,Urban
17,Male,6.05,Smartphone,True,0.32,Poor Sleep,Urban
17,Female,5.84,TV,True,0.43,Poor Sleep,Urban
16,Female,7.69,Tablet,True,0.43,"Poor Sleep, Anxiety",Urban
17,Male,4.22,TV,True,0.34,None,Urban
14,Male,4.04,Smartphone,True,0.37,Poor Sleep,Urban
16,Male,4.36,Tablet,True,0.35,None,Urban
16,Female,5.77,TV,True,0.48,"Poor Sleep, Eye Strain",Rural
10,Female,9.74,Smartphone,True,0.41,None,Rural
11,Male,4.54,Smartphone,True,0.48,Poor Sleep,Rural
9,Male,4.41,Smartphone,True,0.6,Poor Sleep,Urban
17,Female,5.73,Smartphone,True,0.4,Eye Strain,Urban
10,Female,2.14,TV,True,0.48,None,Urban
18,Female,5.92,TV,True,0.44,Poor Sleep,Urban
18,Male,4.47,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban
12,Female,6.87,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban
12,Female,3.2,Smartphone,True,0.42,Poor Sleep,Urban
13,Female,4.4,TV,True,0.37,Obesity Risk,Urban
14,Male,5.62,Tablet,True,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Female,4.4,Laptop,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Rural
8,Male,6.54,Tablet,True,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Female,5.19,Tablet,True,0.57,Poor Sleep,Urban
16,Female,4.55,Laptop,True,0.41,Poor Sleep,Urban
17,Male,3.98,Laptop,True,0.37,Poor Sleep,Urban
9,Male,7.76,Smartphone,True,0.54,None,Urban
13,Male,3.54,Laptop,True,0.38,Poor Sleep,Urban
18,Male,3.54,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban
18,Male,3.99,Tablet,True,0.44,Poor Sleep,Urban
8,Male,2.49,Tablet,True,0.56,None,Rural
10,Female,6.27,Smartphone,True,0.47,Poor Sleep,Urban
9,Male,3.49,Tablet,True,0.54,Poor Sleep,Urban
10,Female,3.8,TV,True,0.53,Poor Sleep,Urban
12,Male,4.46,TV,True,0.39,Poor Sleep,Urban
18,Female,5.64,Tablet,True,0.31,Eye Strain,Urban
17,Male,6.03,Tablet,True,0.42,Obesity Risk,Rural
13,Female,3.89,Smartphone,True,0.44,Eye Strain,Urban
16,Male,3.86,Smartphone,True,0.38,None,Urban
18,Male,6.46,TV,True,0.42,"Poor Sleep, Obesity Risk",Rural
17,Male,4.15,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban
11,Female,6.06,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Urban
14,Female,3.32,Laptop,True,0.5,"Poor Sleep, Eye Strain, Obesity Risk",Urban
13,Female,3.99,Laptop,True,0.31,Poor Sleep,Urban
9,Female,0.91,Smartphone,False,0.5,None,Rural
17,Male,4.72,Smartphone,True,0.38,Poor Sleep,Urban
18,Female,5.66,Smartphone,True,0.35,Poor Sleep,Urban
18,Female,4.41,Smartphone,True,0.38,Poor Sleep,Rural
18,Female,5.05,Tablet,True,0.49,None,Urban
15,Female,6.33,Laptop,True,0.36,"Poor Sleep, Obesity Risk",Rural
14,Female,5.17,Smartphone,True,0.42,Poor Sleep,Urban
14,Male,4.24,Laptop,True,0.4,Anxiety,Urban
15,Female,3.44,Laptop,True,0.49,None,Urban
18,Male,6.08,TV,True,0.44,Poor Sleep,Urban
8,Female,9.05,Smartphone,True,0.53,Poor Sleep,Urban
8,Male,4.09,TV,True,0.47,Poor Sleep,Rural
15,Female,3.23,Smartphone,True,0.41,Anxiety,Urban
11,Male,3.69,Smartphone,True,0.44,Eye Strain,Urban
12,Female,4.65,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Rural
15,Female,4.72,Laptop,True,0.31,None,Rural
12,Female,5.33,Smartphone,True,0.48,Poor Sleep,Rural
17,Female,3.72,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban
11,Female,0.95,Smartphone,False,0.41,None,Urban
13,Female,4.82,TV,True,0.43,None,Urban
12,Male,4.5,Laptop,True,0.4,"Poor Sleep, Obesity Risk",Urban
14,Male,6.83,Smartphone,True,0.3,"Poor Sleep, Eye Strain, Anxiety",Urban
17,Male,3.59,Smartphone,True,0.5,Anxiety,Urban
14,Male,5.77,Smartphone,True,0.38,None,Urban
11,Female,5.27,TV,True,0.34,Poor Sleep,Rural
12,Female,5.27,Tablet,True,0.49,"Poor Sleep, Eye Strain",Urban
10,Female,2.36,Tablet,True,0.46,None,Rural
11,Female,5.73,TV,True,0.42,Anxiety,Rural
11,Female,5.66,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban
10,Male,3.47,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Rural
17,Female,3.37,Tablet,True,0.31,Anxiety,Urban
12,Female,4.15,Tablet,True,0.41,"Poor Sleep, Anxiety",Rural
12,Female,2.41,TV,False,0.32,None,Urban
18,Male,4.18,Smartphone,True,0.41,Eye Strain,Urban
14,Male,4.33,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban
11,Male,5.63,TV,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Rural
11,Female,2.74,Smartphone,False,0.47,None,Rural
16,Female,3.62,Smartphone,True,0.33,None,Rural
13,Female,3.17,TV,True,0.32,Eye Strain,Rural
11,Male,3.65,Smartphone,True,0.5,Eye Strain,Urban
9,Female,7.01,Smartphone,True,0.54,Poor Sleep,Rural
13,Female,5.52,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Rural
9,Female,0.19,Smartphone,False,0.45,None,Rural
12,Male,5.94,Laptop,True,0.45,None,Urban
13,Female,5.29,Smartphone,True,0.34,Poor Sleep,Urban
11,Male,3.87,Smartphone,True,0.46,Anxiety,Rural
10,Male,5.83,Smartphone,True,0.59,Poor Sleep,Urban
14,Male,2.43,Laptop,False,0.39,None,Urban
9,Male,1.64,Smartphone,False,0.46,None,Urban
18,Female,5.6,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Rural
13,Male,3.13,TV,True,0.37,"Eye Strain, Anxiety, Obesity Risk",Rural
11,Female,4.72,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Rural
13,Male,5.59,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban
11,Female,3.12,TV,True,0.31,"Poor Sleep, Anxiety",Urban
11,Male,5.46,Smartphone,True,0.45,"Poor Sleep, Anxiety",Urban
11,Female,2.09,Tablet,False,0.36,None,Urban
16,Male,5.42,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban
14,Female,4.7,Smartphone,True,0.43,Eye Strain,Urban
10,Male,8.19,TV,True,0.57,Poor Sleep,Urban
10,Female,4.3,Tablet,True,0.41,Poor Sleep,Urban
13,Female,4.92,TV,True,0.43,Poor Sleep,Urban
13,Male,5.45,TV,True,0.35,Anxiety,Rural
11,Female,6.5,Laptop,True,0.38,"Poor Sleep, Eye Strain",Urban
16,Male,3.78,Tablet,True,0.36,Eye Strain,Rural
11,Male,4.88,Smartphone,True,0.35,"Poor Sleep, Obesity Risk",Urban
16,Female,5.84,TV,True,0.41,Poor Sleep,Urban
11,Male,2.88,Laptop,False,0.45,None,Urban
9,Male,4.74,TV,True,0.56,Poor Sleep,Urban
9,Female,6.56,Tablet,True,0.58,Eye Strain,Urban
12,Female,2.73,Smartphone,False,0.33,None,Rural
11,Female,5.79,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Rural
14,Female,3.74,TV,True,0.47,Eye Strain,Rural
18,Male,4.84,TV,True,0.44,None,Urban
12,Female,5.08,Laptop,True,0.48,"Eye Strain, Anxiety",Rural
13,Male,2.11,Smartphone,False,0.4,None,Rural
17,Female,2.33,Smartphone,False,0.37,None,Urban
11,Male,6.16,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural
9,Female,4.75,Tablet,True,0.57,Poor Sleep,Urban
17,Male,5.02,TV,True,0.34,None,Rural
16,Male,4.97,TV,True,0.44,None,Urban
17,Female,5.1,TV,True,0.47,None,Urban
14,Female,3.44,TV,True,0.41,None,Urban
11,Male,4.61,Smartphone,True,0.42,Eye Strain,Urban
10,Male,3.53,TV,True,0.49,"Poor Sleep, Eye Strain",Urban
17,Female,4.57,Laptop,True,0.36,Anxiety,Urban
10,Female,3.53,Smartphone,True,0.5,Eye Strain,Urban
16,Female,2.52,Laptop,False,0.3,None,Rural
12,Female,5.77,TV,True,0.48,"Poor Sleep, Eye Strain",Rural
10,Male,7.52,Smartphone,True,0.49,"Poor Sleep, Anxiety",Urban
12,Female,5.33,Smartphone,True,0.37,Poor Sleep,Urban
9,Female,7.08,TV,True,0.54,None,Urban
18,Female,3.71,Smartphone,True,0.5,None,Urban
11,Male,4.82,Smartphone,True,0.43,None,Urban
17,Female,5.82,Laptop,True,0.38,"Eye Strain, Anxiety",Urban
9,Male,3.28,Smartphone,True,0.49,"Eye Strain, Obesity Risk",Urban
9,Male,3.43,Smartphone,True,0.4,Poor Sleep,Urban
15,Female,5.01,Smartphone,True,0.31,"Poor Sleep, Obesity Risk",Rural
8,Male,5.12,TV,True,0.44,"Poor Sleep, Eye Strain",Urban
14,Male,3.94,TV,True,0.47,Poor Sleep,Rural
12,Female,4.83,Smartphone,True,0.37,Poor Sleep,Rural
18,Female,7.09,TV,True,0.48,None,Urban
15,Female,3.71,Smartphone,True,0.3,Poor Sleep,Urban
8,Male,4.55,Smartphone,True,0.46,Anxiety,Urban
18,Male,5.79,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban
14,Male,5.24,Smartphone,True,0.48,"Poor Sleep, Anxiety",Rural
12,Female,4.03,TV,True,0.34,Obesity Risk,Urban
11,Female,3.62,Laptop,True,0.39,"Poor Sleep, Anxiety",Urban
14,Female,4.24,Smartphone,True,0.35,Eye Strain,Urban
17,Female,3.45,Tablet,True,0.33,Eye Strain,Rural
9,Male,3.35,TV,True,0.56,"Poor Sleep, Anxiety",Rural
8,Male,5.58,Tablet,True,0.44,"Eye Strain, Anxiety",Urban
8,Female,2.1,Smartphone,True,0.46,None,Urban
18,Female,6.42,Laptop,True,0.41,"Poor Sleep, Anxiety",Urban
8,Female,0.4,Smartphone,False,0.5,None,Urban
12,Female,2.67,Smartphone,False,0.38,None,Urban
17,Female,4.48,Smartphone,True,0.39,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Male,5.0,Smartphone,True,0.45,Obesity Risk,Rural
9,Male,0.43,TV,False,0.51,None,Urban
17,Male,7.52,Smartphone,True,0.39,Poor Sleep,Urban
15,Male,4.96,TV,True,0.4,"Poor Sleep, Anxiety",Urban
11,Male,4.13,Smartphone,True,0.33,Eye Strain,Urban
10,Female,5.56,TV,True,0.47,Poor Sleep,Urban
17,Female,3.89,TV,True,0.48,Poor Sleep,Rural
18,Male,4.53,Laptop,True,0.42,None,Urban
15,Female,3.97,TV,True,0.35,"Poor Sleep, Anxiety",Rural
9,Male,9.16,TV,True,0.48,"Poor Sleep, Anxiety",Urban
18,Male,5.07,Smartphone,True,0.31,None,Urban
18,Male,6.45,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Rural
10,Female,4.71,TV,True,0.47,"Poor Sleep, Obesity Risk",Urban
10,Male,2.07,Tablet,True,0.46,None,Rural
17,Female,4.53,Smartphone,True,0.37,Poor Sleep,Urban
18,Female,4.21,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Anxiety",Rural
8,Male,3.35,TV,True,0.48,Poor Sleep,Urban
13,Male,3.45,Tablet,True,0.41,Anxiety,Urban
9,Male,7.26,Tablet,True,0.47,Poor Sleep,Rural
8,Male,8.53,Smartphone,True,0.46,Poor Sleep,Urban
9,Female,4.15,Tablet,True,0.48,Poor Sleep,Rural
13,Female,5.24,TV,True,0.36,None,Urban
11,Male,3.52,Laptop,True,0.5,"Poor Sleep, Obesity Risk",Urban
13,Female,4.57,Smartphone,True,0.47,None,Urban
16,Female,6.53,Smartphone,True,0.37,None,Rural
17,Female,4.47,Smartphone,True,0.48,None,Urban
17,Female,4.16,Laptop,True,0.36,"Poor Sleep, Anxiety",Urban
15,Female,4.64,Laptop,True,0.39,"Poor Sleep, Anxiety",Urban
8,Female,2.6,Smartphone,True,0.47,None,Rural
15,Female,4.73,Laptop,True,0.32,Anxiety,Urban
16,Female,4.55,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban
13,Female,3.57,TV,True,0.31,"Poor Sleep, Eye Strain",Urban
17,Female,4.22,Smartphone,True,0.46,Eye Strain,Rural
12,Female,4.3,Laptop,True,0.34,Poor Sleep,Urban
13,Male,4.74,Smartphone,True,0.34,"Poor Sleep, Obesity Risk",Urban
13,Female,6.02,TV,True,0.45,"Poor Sleep, Anxiety",Urban
16,Female,3.73,Smartphone,True,0.48,None,Urban
11,Female,6.24,TV,True,0.47,Poor Sleep,Rural
9,Male,2.32,Smartphone,True,0.43,None,Urban
18,Female,2.62,Smartphone,False,0.4,None,Urban
18,Male,4.53,Laptop,True,0.46,"Poor Sleep, Obesity Risk",Urban
16,Female,3.79,Laptop,True,0.45,Poor Sleep,Urban
9,Female,7.85,TV,True,0.46,None,Urban
17,Male,5.13,Smartphone,True,0.4,"Poor Sleep, Obesity Risk",Rural
16,Male,6.66,TV,True,0.4,Obesity Risk,Urban
9,Male,8.66,TV,True,0.44,None,Urban
15,Male,4.52,TV,True,0.35,"Poor Sleep, Obesity Risk",Urban
16,Female,2.2,Laptop,False,0.33,None,Urban
17,Female,5.52,Laptop,True,0.35,Eye Strain,Urban
16,Female,5.49,Smartphone,True,0.32,"Poor Sleep, Anxiety",Rural
17,Female,5.4,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Rural
16,Male,4.23,Laptop,True,0.45,Obesity Risk,Urban
9,Female,2.87,TV,True,0.58,None,Urban
11,Male,3.75,Laptop,True,0.46,Anxiety,Urban
14,Male,5.12,Tablet,True,0.45,"Poor Sleep, Eye Strain",Rural
9,Male,5.22,Tablet,True,0.46,"Poor Sleep, Eye Strain",Rural
8,Female,4.51,TV,True,0.45,"Poor Sleep, Obesity Risk",Rural
10,Female,5.54,TV,True,0.54,Eye Strain,Rural
11,Female,5.3,Smartphone,True,0.48,Poor Sleep,Rural
15,Male,4.12,Smartphone,True,0.47,Poor Sleep,Rural
13,Male,2.75,Tablet,False,0.41,None,Rural
18,Male,5.72,Laptop,True,0.39,Anxiety,Urban
9,Male,0.0,TV,False,0.49,None,Urban
16,Male,5.01,Tablet,True,0.39,None,Rural
9,Male,3.17,Smartphone,True,0.47,Poor Sleep,Rural
12,Male,4.97,Smartphone,True,0.36,Eye Strain,Rural
11,Female,3.75,Laptop,True,0.48,Poor Sleep,Urban
14,Male,3.04,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban
15,Female,5.62,Laptop,True,0.43,Eye Strain,Rural
12,Female,4.7,TV,True,0.36,Poor Sleep,Urban
17,Male,3.11,Laptop,True,0.43,"Poor Sleep, Anxiety",Urban
12,Female,3.96,Smartphone,True,0.4,Obesity Risk,Urban
9,Male,5.61,Tablet,True,0.44,Obesity Risk,Urban
15,Male,4.33,TV,True,0.38,Poor Sleep,Urban
9,Female,7.37,TV,True,0.53,Poor Sleep,Rural
17,Male,2.13,TV,False,0.5,None,Urban
13,Female,4.05,Tablet,True,0.39,Poor Sleep,Urban
15,Male,3.66,Smartphone,True,0.42,Eye Strain,Rural
13,Male,3.08,TV,True,0.48,Eye Strain,Urban
11,Male,2.99,Smartphone,False,0.34,None,Rural
11,Male,7.52,Smartphone,True,0.36,Poor Sleep,Rural
13,Female,3.44,Smartphone,True,0.33,Eye Strain,Rural
11,Male,4.05,TV,True,0.32,Poor Sleep,Rural
15,Male,3.71,Smartphone,True,0.41,Poor Sleep,Urban
16,Female,5.4,TV,True,0.49,None,Urban
8,Female,6.92,Tablet,True,0.43,None,Rural
11,Male,3.66,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban
11,Male,5.11,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Male,8.31,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban
13,Female,6.1,Smartphone,True,0.44,Poor Sleep,Urban
10,Male,1.85,TV,False,0.46,None,Urban
14,Male,6.7,Laptop,True,0.35,"Poor Sleep, Obesity Risk",Urban
18,Female,5.37,Smartphone,True,0.44,Poor Sleep,Rural
18,Male,1.89,Smartphone,False,0.39,None,Rural
12,Male,5.25,Smartphone,True,0.39,Poor Sleep,Urban
11,Female,4.74,Smartphone,True,0.45,Obesity Risk,Rural
12,Male,5.6,Smartphone,True,0.38,Poor Sleep,Urban
15,Male,3.9,Smartphone,True,0.35,None,Urban
10,Female,3.89,TV,True,0.57,None,Urban
14,Female,6.27,Tablet,True,0.32,Poor Sleep,Urban
13,Male,2.93,Smartphone,False,0.39,None,Urban
8,Male,3.79,Smartphone,True,0.47,Poor Sleep,Urban
14,Female,4.95,TV,True,0.37,Anxiety,Urban
14,Female,4.13,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban
8,Male,5.15,Tablet,True,0.4,None,Urban
16,Male,5.12,Laptop,True,0.42,"Poor Sleep, Eye Strain",Urban
13,Male,6.08,Smartphone,True,0.36,None,Urban
9,Male,5.88,Smartphone,True,0.41,Poor Sleep,Urban
12,Male,3.97,TV,True,0.31,None,Urban
18,Male,5.27,TV,True,0.31,Poor Sleep,Urban
11,Female,3.62,Smartphone,True,0.39,Poor Sleep,Urban
14,Female,3.3,Smartphone,True,0.43,None,Urban
15,Female,5.12,Tablet,True,0.47,Obesity Risk,Urban
18,Female,4.06,Smartphone,True,0.32,None,Urban
18,Female,3.26,Tablet,True,0.34,Poor Sleep,Urban
8,Male,0.3,Tablet,False,0.46,None,Urban
12,Male,5.11,TV,True,0.47,"Poor Sleep, Obesity Risk",Urban
10,Female,4.39,TV,True,0.55,"Eye Strain, Obesity Risk",Urban
8,Male,5.06,Smartphone,True,0.45,Eye Strain,Rural
10,Female,0.0,TV,False,0.53,None,Rural
13,Male,5.95,TV,True,0.34,Eye Strain,Rural
14,Male,3.44,TV,True,0.45,"Poor Sleep, Eye Strain",Urban
15,Male,4.64,Tablet,True,0.4,Poor Sleep,Urban
18,Female,4.72,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban
11,Male,5.48,TV,True,0.4,"Poor Sleep, Eye Strain, Obesity Risk",Urban
10,Female,3.62,Smartphone,True,0.44,Anxiety,Urban
12,Male,4.09,Smartphone,True,0.41,Poor Sleep,Urban
16,Male,4.11,TV,True,0.32,"Poor Sleep, Obesity Risk",Urban
13,Female,4.97,Smartphone,True,0.37,None,Rural
16,Male,5.71,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban
13,Male,4.7,Smartphone,True,0.39,Poor Sleep,Rural
9,Female,6.15,TV,True,0.53,Poor Sleep,Rural
12,Female,5.33,Smartphone,True,0.35,"Eye Strain, Anxiety",Urban
18,Female,2.32,Smartphone,False,0.3,None,Urban
16,Male,4.36,Smartphone,True,0.48,Poor Sleep,Urban
15,Female,5.25,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban
14,Female,4.09,Smartphone,True,0.5,"Poor Sleep, Anxiety",Urban
8,Male,0.0,Smartphone,False,0.48,None,Urban
11,Female,3.34,Laptop,True,0.43,"Poor Sleep, Anxiety",Urban
14,Female,8.74,Smartphone,True,0.41,None,Rural
18,Female,8.01,Smartphone,True,0.5,Poor Sleep,Urban
14,Male,5.69,TV,True,0.43,Anxiety,Urban
13,Female,5.56,TV,True,0.46,Eye Strain,Urban
15,Female,4.5,TV,True,0.32,Poor Sleep,Urban
18,Male,4.2,TV,True,0.46,Eye Strain,Urban
13,Male,4.53,Smartphone,True,0.48,"Poor Sleep, Obesity Risk",Urban
17,Male,4.89,Smartphone,True,0.45,Poor Sleep,Urban
10,Female,3.79,Smartphone,True,0.55,None,Rural
11,Male,3.82,TV,True,0.44,"Anxiety, Obesity Risk",Urban
10,Male,4.1,Tablet,True,0.59,"Poor Sleep, Eye Strain",Rural
8,Female,0.0,Smartphone,False,0.53,None,Rural
17,Female,3.99,Tablet,True,0.32,"Poor Sleep, Anxiety",Urban
12,Female,3.66,Smartphone,True,0.41,None,Urban
8,Female,3.34,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban
8,Female,7.78,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban
9,Male,2.99,Smartphone,True,0.52,None,Urban
11,Female,5.15,Tablet,True,0.48,None,Urban
13,Female,6.09,Smartphone,True,0.42,Obesity Risk,Urban
15,Female,0.16,Smartphone,False,0.41,None,Urban
10,Female,7.34,Smartphone,True,0.55,Anxiety,Urban
8,Male,5.0,Tablet,True,0.46,None,Urban
10,Female,4.76,TV,True,0.55,Poor Sleep,Urban
10,Female,5.69,Smartphone,True,0.47,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Male,0.91,Smartphone,False,0.48,None,Urban
18,Male,4.31,Smartphone,True,0.31,Poor Sleep,Urban
11,Female,5.87,Smartphone,True,0.48,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
11,Male,3.68,Smartphone,True,0.49,None,Urban
16,Female,4.44,Smartphone,True,0.34,Poor Sleep,Urban
14,Male,4.94,Smartphone,True,0.3,Poor Sleep,Rural
11,Female,4.05,Smartphone,True,0.44,None,Urban
10,Male,8.44,Smartphone,True,0.43,Poor Sleep,Urban
13,Male,3.42,Smartphone,True,0.33,Obesity Risk,Rural
10,Female,3.77,TV,True,0.48,"Eye Strain, Anxiety",Urban
13,Male,7.35,TV,True,0.48,Poor Sleep,Urban
18,Male,2.39,Smartphone,False,0.42,None,Rural
18,Female,5.1,TV,True,0.34,"Poor Sleep, Obesity Risk",Urban
16,Male,3.63,Laptop,True,0.41,Eye Strain,Urban
13,Male,4.28,Laptop,True,0.35,"Poor Sleep, Anxiety",Urban
11,Female,5.52,Laptop,True,0.35,"Poor Sleep, Eye Strain",Urban
12,Female,5.14,Smartphone,True,0.38,"Poor Sleep, Obesity Risk",Rural
13,Male,2.65,Smartphone,False,0.42,None,Urban
18,Female,5.08,TV,True,0.46,"Poor Sleep, Anxiety, Obesity Risk",Urban
10,Male,4.02,Tablet,True,0.44,"Poor Sleep, Eye Strain, Anxiety",Urban
15,Male,5.51,Smartphone,True,0.43,Poor Sleep,Rural
11,Male,3.77,Laptop,True,0.3,"Poor Sleep, Eye Strain",Urban
15,Male,3.09,Laptop,True,0.46,"Poor Sleep, Anxiety, Obesity Risk",Urban
17,Male,6.11,Tablet,True,0.36,Poor Sleep,Rural
17,Male,4.63,Tablet,True,0.31,None,Urban
10,Male,7.67,Smartphone,True,0.43,None,Urban
